5422,Exploration,Выведка,Eksploracja
9288,You can scan sectors of the map to discover new resources and Anomalies.,У вас ёсьць магчымасьць сканаваньня сэктараў мапы да знахаджэньня <em>рэсурсаў</em> і <em>анамалій</em>.,Możesz skanować nowe sektory w celu odkrywania nowych surowców i anomalii.
9293,"Select the RC Explorer and use the ""Move/Interact"" action to order it to analyze the Anomaly. This will take a while, so consider increasing the game speed to fastest.

<goal>Use the RC Explorer to analyze the Anomaly.","Абярыце РК Выведчык і праз загад ""Рух/Узаемнадзеяньне"", даручыце яму дасьледаваць анамалію. Аналіз зойме некаторы час, таму можаце максімальна паскорыць гульню. 

<goal> Дасьледуйце анамалію РК Выведчыкам. ",
9292,Well done! Now it's time to use our fully operational RC Explorer to analyze the Anomaly.,Добрая праца! Цяпер прыйшоў час адправіць цалкам працаздольнага РК Выведчыка дасьледаваць анамаліі.,Dobra robota! Teraz pora wysłać w pełni sprawny eksplorator sterowany do zbadania anomalii.
9295,"Researching new technologies unlocks new options for the colony such as new Buildings, Domes and Upgrades.

Anomalies often provide bonuses to research, such as unlocking new technologies for research or providing Research Points.

<goal>Open the Research Screen.","Дасьледваньне новых тэхнолёгій дасьць калёніі новыя магчымасьці, накшталт доступ да новых будынкаў, купалаў і паляпшэній.

Анамаліі часта даюць дадаткі дасьледаваньню, такія як пункты або разблакіроўка новых тэхнолёгій для дасьледаваньня. 

<goal> Адкрыйце Экран дасльедаваннья. ",
9294,The Anomaly has yielded interesting insights into new technologies.,Дасьледаваньне анамаліі дало цікавыя навіны аб новых тэхнолёгіях.,Zbadanie anomalii przyniosło interesujące wiadomości o nowych technologiach.
9297,"Techs are divided into five basic fields and a field for special breakthrough Techs. When you research a Tech from a given basic field you will unlock a new tech in that field. Breakthrough techs are special unique techs that are unlocked via Anomalies.

<goal>Queue at least one technology for research.","Тэхнолёгіі падзяляюцца на пяць асноўных напрамкаў і вобласьць асаблівых прарываў. Распрацоўка тэхнолёгіі ў дадзенай вобласьці адкрые новыя тэхнолёгіі ў гэтай галіне. Прарыўныя тэхнолёгіі - гэта асаблівыя, унікальныя адкрыцьці, адкрытыя анамаліямі.

 <goal>Абярыце хаця б адну тэхналогію для даследавання.",
9296,This is the Research screen. From here you can choose and queue techs for Research.,Гэта экран даследаваньня. Тут вы можаце абраць тэхнолёгіі для даданьня ў чаргу даследаваньняў.,To jest ekran badań. Możesz tu wybierać technologie do umieszczenia w kolejce badań naukowych.
9756,"Each tech has a cost in Research Points which are generated in various ways. Your sponsor provides some Research Points to start with. Once colonists arrive you will be able to construct Research Labs which generate Research Points faster.

You can view a breakdown of the Research Points generated per Sol on the right side of the Research screen.

<goal>Close the Research screen to complete this tutorial. ","Кожная тэхнолёгія мае кошт у пунктах дасьледаваньня, якія ствараюцца рознымі спосабамі. Перш за ўсё, што Сол вы атрымліваеце пэўную колькасьць ад фундатару місіі. Калі каляністы прыбываюць на Марс, вы можаце будаваць дасьледчыя лабараторыі, якія вырабляюць больш дасьледчых пунктаў.

Лік дасьледчых пунктаў створаных што Сол льга знайсьці ў правай частцы экрану даследаваньня.

<goal>Закрыйце экран даследаваньня, каб завяршыць гэта навучаньне.",
9300,"Play Next Tutorial - ""Power, Water & Maintenance""","Прайграйце наступнае навучаньне  - ""Энэргія, Вада й Абслугоўваньне""","Rozegraj następny samouczek - „Energia, woda i konserwacja”"
9299,In this tutorial you learned how to command and use the different Rover vehicles at your disposal as well as how to scan sectors and how to research new technologies.,"У гэтым навучаньні прайшлі, як кіраваць і выкарыстоўваць розныя тыпы марсаходаў для розных мэт, а таксама як сканаваць сэктары й дасьледаваць новыя тэхнолёгіі.","Ten samouczek dotyczył sterowania różnymi rodzajami łazików i używania ich do różnych celów, jak również sposobów skanowania sektorów i opracowywania nowych technologii."
9298,Nice work! Now you know how to handle Rovers.,"Выдатна! Цяпер вы ведаеце, як карыстацца марсаходамі.","Świetnie! Teraz wiesz, jak posługiwać się łazikami."
9303,"Now it is your job to fix it up and prepare it for the first Colonists.

In this tutorial you will learn how to handle Power, Life Support grids and Building maintenance as well as how to construct your first Dome.","Ваша задача адрамантаваць і падрыхтаваць яго да прыходу першых каляністаў.

У гэтым навучаньні вы даведаецеся, як арганізаваць элэктрасетку, сетку жыцьцезабесьпячэньня й абслугоўваньне будынку, а таксама як пабудаваць свой першы купал.",
9301,The Aftermath,Наступствы,Pokłosie
9302,Welcome Commander! It looks like this forward base has gone through a major dust storm. ,"Прывітаньне, камандзір! Здаецца, гэтая пярэдняя база пацярпела ад моцнай пясчанай буры.","Witaj, dowódco! Zdaje się, że ta wysunięta baza została dotknięta wielką burzą pyłową. "
9306,"This Concrete Extractor has depleted its deposit and will be of no use now. We can salvage some construction materials from it.

<goal>Salvage the Concrete Extractor.","Гэты экстрактар бэтону вычарпаў свае радовішча й больш не выкарыстоўваецца. З яго мы можам атрымаць трохі будаўнічых матэрыялаў. 

<goal>Разьбярыце экстрактар бэтону",
9304,Salvaging Buildings,Разборка будынкаў,Rozbiórka budynków
9305,First things first! Let's remove some unnecessary structures.,Адзін па адным! Па перш выдалім некаторыя непатрэбныя структуры.,Po kolei! Najpierw zlikwidujmy kilka zbędnych konstrukcji.
9309,"We need to supply the Drone Hub with Power. The resources from the salvaged Concrete Extractor should be enough to construct a Solar Panel. It would be best to use the existing Power Cables to connect the two buildings and avoid wasting more Metals on Cables.

<goal>Power the Drone Hub with the help of a Solar Panel.","Нам трэба забясьпечыць энэргіяй ЦК Дронаў. Рэсурсаў з зруйнаванага экстрактару цэменту павінна хапіць да будаўніцтву сонечнай батарэі. Для злучэньня гэтых двух збудаваньняў лепш за ўсё выкарыстоўваць існуючыя сілавыя кабэлі. Гэта дапаможа пазьбегнуць выкарыстаньня дадатковага мэталу для пракладкі кабэлю. 

<goal> Забясьпечыць энэргіяй ЦК Дронаў з дапамогай сонечнай батарэі.",
9307,Powering The Drone Hub,Сілкаваньне ЦК Дронаў,Zasilanie gniazda dronów
9308,Now let's get that Drone Hub operational.,Цяпер нам трэба запусьціць гэты ЦК Дронаў.,Teraz trzeba uruchomić to gniazdo dronów.
9312,"You can change the Priority of buildings manually. Buildings on higher Priority get Power, Maintenance and workers first. 

<goal>Set the Drone Hub to High Priority.","Прыярытэты будынкаў можна зьмяніць уручную. Будынкі з больш высокім прыярытэтам атрымліваюць энэргію, абслугоўваньне й супрацоўнікаў у першую чаргу.

<goal>Усталюйце высокі прыярытэт ЦК Дронаў.",
9311,We have some Power but it's not enough. We should prioritize the Drone Hub.,"Маем ужо трохі энэргіі, але яе за мало. Трэба даць прыярытэт ЦК Дронаў.","Mamy już trochę energii, ale to za mało. Trzeba potraktować gniazdo dronów priorytetowo."
9314,"Wind Turbines are a good alternative to Solar Panels as they operate day and night. They also get bonus Power production if built on high ground. However Wind Turbines have high upkeep cost and require maintenance more often than Solar Panels.

<goal>Construct a Wind Turbine and connect it to the existing Power network.","Ветраныя турбіны - добрая альтэрнатыва сонечным батарэям, бо яны працуюць як днём, так і ноччу. Дадаткова атрымліваюць бонус да вытворчасьці энэргіі, калі яны пабудаваны на больш высокім мейсцы. Аднак яны маюць высокі кошт абслугоўваньня й патрабуюць яго часцей за сонечныя панэлі. 

<goal> Пабудуйце ветраную турбіну й падлучыце яе да існуючай элэктрасеткі. ",
5316,Wind Turbines,Ветраныя турбіны,Turbiny wiatrowe
9313,We can use the Machine Parts left from the Concrete Extractor to build a Wind Turbine.,"Часткі машын, атрыманыя з экстрактару бэтону, можна выкарыстоўваць для пабудовы ветравой турбіны.",Części maszyn uzyskane z ekstraktora cementu możemy wykorzystać do zbudowania turbiny wiatrowej.
9316,"Solar Panels provide power only during the day and we don't have Accumulators to compensate at night. You can set some of the base buildings to automatically turn off at night using the building's shifts. 

There are three shifts - First Shift, Second Shift and Night Shift. Buildings will require Power, Resources and workers only during their active shifts.

<goal>Disable the Night Shifts of the Moisture Vaporator and Fuel Refinery.","Сонечныя панэлі вырабляюць энэргію толькі днём, і ў нас не хапае батарэй, каб кампенсаваць недахоп ноччу. Аднак вы можаце наладзіць аўтаматычнае адключэньне некаторых будынкаў базы ў начны час. Гэта дасягаецца ў наладках будынкаў. 

Працуюць тры зьмены — першая, другая й начная. Будынкі маюць патрэбу толькі ў энэргіі, рэсурсах і працаўнікоў падчас актыўных зьмен. 

<goal>Акдлючыць начную зьмену для выпарніку вільгаці й заводу паліву.",
9137,Shifts & Power Management,Зьмены й кіраваньне сілкаваньнем,Zmiany i zarządzanie zasilaniem
9315,"Even with the Wind Turbine there won't be enough electricity to power the base, especially during the night.","Нават пасьля таго, як ветравая турбіна будзе пабудавана, будзе занадта мала энэргіі для сілкаваньня базы, асабліва ўначы.","Nawet po zbudowaniu turbiny wiatrowej energii będzie zbyt mało, aby zasilać bazę, zwłaszcza w nocy."
9318,"Buildings require maintenance with Resources roughly every 6 or 7 Sols. Buildings that don't get maintenance break and won't function until repaired.

To showcase this we have simulated a breakdown of your Solar Panel. Drones will automatically repair this breakdown provided that there are Metals in range of their controller.

<goal>Examine the broken down Solar Panel.","Будынкі патрабуюць абслугоўваньня прыкладна што 6 або 7 Сол. Неабслугоўваныя будынкі выйдуць з ладу й не будуць функцыянаваць, пакуль іх не адрамантуюць. 

Каб прадэманстраваць гэта, мы змадэлюем злом сонечнай батарэі. Дроны аўтаматычна ліквідуюць паломку, калі ў зоне дзеяньня іх кантролера ёсьць мэтал. 

<goal> Агледзіце зламаную сонечную панэль. ",
9317,"You managed to get things operational, but this won't last as buildings require maintenance and we are out of Resources.","Вам удалося аднавіць працу базы, але гэта пратрымаецца нядоўга, таму што будынкі патрабуюць абслугоўваньня, а ў нас няма рэсурсаў.","Udało ci się przywrócić działanie bazy, ale to nie potrwa długo, ponieważ budynki wymagają konserwacji, a my nie mamy zasobów."
9320,"The RC Transport can mine surface Metal deposits. Use it to gather 20-30 Metals and bring them back to the base. 

You can then use these Metals to setup additional Solar Panels and power up everything.

<goal>Deliver at least 20 Metals to the base with the help of the RC Transport.","РК Пагрузчык можа здабываць адклады мэталаў. З яго дапамогай зьбярыце 20-30 адзінак мэталу й прывязіце іх на базу.

Затым вы можаце выкарыстоўваць гэтыя металы для стварэньня дадатковых сонечных панэляў і сілкаваньня ўсіх сваіх установак.

<goal>Дастаўце ня менш за 20 адзінак мэталу на базу з дапамогай РК Пагрузчыку.",
9096,RC Transport - Gathering Metals,РК Пагрузчык - збор металаў,Ciężarówka sterowana - zbieranie metali
9319,We need more Metals to secure this base. Use the RC Transport to collect some Metals and transport them back.,"Патрабуецца больш мэталаў, каб гэтая база працавала. Адпраўце РК Пагрузчык, каб сабраць некаторыя мэталы й прывезьці іх назад.","Potrzebujemy więcej metali, aby zabezpieczyć działanie tej bazy. Wyślij ciężarówkę sterowaną, by zebrała nieco metali i przywiozła je z powrotem."
9323,"Using Rockets to resupply from Earth is the best way to secure Resources early on. You'll need funding to buy the Resources but your sponsor usually will provide you with enough to get a basic colony up and running.

<goal>Open the Resupply screen and order Advanced resources from Earth.","Ужываньне ракет для транспарціроўкі забесьпячэньня зь Зямлі - лепшы спосаб атрымаць рэсурсы на раньняй фазе калянізацыі. Для набыцьця рэсурсаў неабходна фінансаваньне, але ваш спонсар звычайна забясьпечыць дастаткова грошай для стварэньня й кіраваньня базавай калёніі.

<goal>Адкрыйце экран забесьпячэньня й замоўце дадатковыя рэсурсы зь Зямлі.",
9321,Advanced Resources and Resupply,Перадавыя рэсурсы й матэрыялы,Zaawansowane zasoby i zaopatrzenie
9322,Good job! However we need more than just Metals. Fortunately we can call a resupply Rocket from Earth.,"Добра праца! Аднак патрэбны не толькі мэталы. На шчасьце, мы можам выклікаць ракету забесьпячэньня зь Зямлі.",Dobra robota! Potrzebujemy jednak nie tylko metali. Na szczęście możemy wezwać rakietę zaopatrzeniową z Ziemi.
9325,"The remains of destroyed or salvaged Buildings will obstruct other constructions. To clear such ruins you'll need to research the ""Decommission Protocol"" technology in the Engineering field. For the purposes of this simulation we have provided you with the tech.

<goal>Clear the ruins of the Concrete Extractor.","Рэшткі зьнішчаных ці перапрацаваных будынкаў будуць перашкаджаць будаўніцтву новых збудаваньняў. Каб мець магчымасьць убраць такія руіны, трэба дасьледаваць тэхналёгію «Пратакол зносу» ў галіне інжынэрыі. Мы  забясьпечылі вам гэтую тэхналёгію для гэтага мадэляваньня.

<goal>Зруйнаваць экстрактар бэтону.",
9147,Clearing Buildings,Зруйнаваньне будынкаў,Rozbiórka budynków
9324,Let's do some cleaning up around the base while we wait for the Rocket to arrive.,У чаканьні прылёту ракеты давайце прыбярэм ваколіцы базы.,W oczekiwaniu na przylot rakiety posprzątajmy otoczenie bazy.
9328,"You can use the Salvage tools in the Build Menu to remove Cables and Pipes, as well as an alternative way to salvage Buildings.

<goal>Remove the Cables that were connected to the Concrete Extractor.","Вы можаце выкарыстоўваць інструменты разборкі з меню будаўніцтву, каб выдаліць кабэлі й трубы. Гэта таксама альтэрнатыўны спосаб разбору будынкаў.

<goal>Выдаліце кабэлі, якія вялі да экстрактару бэтону.",
9326,Deleting Cables & Pipes,Выдаленьне кабэляў і труб,Usuwanie kabli i rur
9327,Now let's remove some of the unnecessary Cables.,Зараз выдалім некаторыя непатрэбныя кабэлі.,Teraz usuńmy trochę zbędnych kabli.
9330,"Let's start with a Power Accumulator - it allows you to store power for nighttime or emergencies. Keep in mind that accumulators have a capped maximum output so a single one may not be enough to power all Buildings at night.

<goal>Construct a Power Accumulator and connect it to the Power grid.

<hint>You may want to construct some additional Solar Panels and Wind Turbines in advance to sustain the base expansion.","Пачнем з акумулятару энэргііі - ён дазваляе назапашваць энэргію для выкарыстаньня ў начны час або ў надзвычайных сітуацыях. Памятайце, што акумулятары маюць абмежаваную максімальную ёмістасьць, таму адной можа не хапіць для сілкаваньня ўсіх будынкаў ноччу.

<goal>Збудуйце акумулятары энэргіі й падключыце яе да элэктрычнай сеткі.

<hint>Варта загадзя пабудаваць дадатковыя сонечныя панэлі й ветраныя турбіны для пашырэньня базы.",
5206,Power Accumulators,Акумулятары энэргіі,Baterie energetyczne
9329,The supplies from Earth have arrived and we can use them to expand the base.,"Прыпасы прыбылі зь Зямлі, мы можам ужыць іх для пашырэньня базы.",Przybyło zaopatrzenie z Ziemi i możemy je wykorzystać do rozbudowy bazy.
9333,"Let us build a Water Extractor near the deposit. All Extractors must be placed near a deposit of the corresponding type. Remember to then connect it with Power. You may also have to build more Power producers to generate the required Power.

<goal>Construct and power a Water Extractor.","Давайце каля гэтага радовішча пабудуем экстрактар вады. Кожны экстрактар неабходна разьмяшчаць побач з радовішчам адпаведнага тыпу. Таксама не забудзьцеся падлучыць яго да элэктрасеткі. Таксама варта будаваць больш энергетычных аб'ектаў, каб справіцца з новымі патрабаваньнямі.

<goal>Збудуйце экстрактар вады й засілкуйце яго.",
9331,Extracting Water,Здабыча вады,Wydobywanie wody
9332,Water is essential for a sustainable Martian colony. Fortunately there is a Water deposit nearby.,"Вада неабходная для самазабесьпячэньня марсіянскай калёніі. На шчасьце, побач ёсьць радовішча вады.",Woda ma podstawowe znaczenie dla samowystarczalności marsjańskiej kolonii. Na szczęście złoże wody jest niedaleko.
9335,"We will need Water for Domes, Farming and Polymer production but for now we don't have any of that so we can store some water in a Water Tower. Storages are important safety measures for your colony as they will provide Water, Oxygen or Power in the case of a producer breaking down or ceasing operation during a disaster.

<goal>Construct a Water Tower and connect it to the Water Extractor with Pipes.","Вада спатрэбіцца для купалоў, сельскай гаспадаркі й вытворчасьці палімераў, але попыту пакуль няма, таму частку вады можна захоўваць у воданапорнай вежы. Такія заховы з'яўляюцца важнымі мерамі бясьпекі для калёніі, паколькі яны будуць забясьпечваць вадой, тлёнам або энэргіяй у выпадку, калі вытворчыя будынкі выйдуць з ладу або будуць перапыненыя стыхійным бедствам.

<goal>Пабудуйце воданапорную вежу й злучыце яе трубамі з экстрактарам вады.",
9334,The Water Extractor is ready but we don't have a storage for the Water it will extract.,"Экстрактар вады гатовы, але ў нас няма сховішча для здабытай вады.","Ekstraktor wody jest gotowy, ale nie mamy magazynu dla wydobywanej wody."
9337,"Domes are large superstructures that house Colonists. You can construct many buildings inside Domes. Some of them will require Colonists as workforce. Domes have limited space but can be connected via Passages to form larger systems.

Remember to use the RC Transport to mine Metals and to call resupply Rockets if you need Advanced resources to finish the Dome.

<goal>Construct a Basic Dome. This will take a long time so you might wish to speed things up with the speed controls.","Купалы - гэта вялікія канструкцыі, якія забясьпечваюць каляністам дах над галавой. Там можна пабудаваць шмат будынкаў. Для некаторых з іх у якасьці працоўнай сілы спатрэбяцца каляністы. Купалы маюць абмежаваную плошчу паверхні, але могуць быць аб'яднаны ў больш буйныя сістэмы з дапамогай праходаў.

Не забывайце выкарыстоўваць РК Пагрузчык для здабычы мэталаў і аб замове ракет забесьпячэньня, калі для завяршэньня купала патрэбны дадатковыя рэсурсы.

<goal>Пабудуйце базавы купал. Гэта заданьне зойме шмат часу, таму вы можаце паскорыць гульню праз рэгулятары хуткасьці.",
9336,The time has finally come to build the first Dome that will house our Colonists.,"Урэшце прыйшоў час пабудаваць першы купал, у якім будуць жыць каляністы.","Nadeszła w końcu pora na budowę pierwszej kopuły, w której zamieszkają koloniści."
9340,"Domes require life-support. Namely Water, Power and Oxygen. Connect the Dome to the existing Power and Water infrastructure. You may need to build additional Power producers.

For Oxygen you will need to construct a MOXIE - a device that extracts Oxygen from the carbon dioxide in the Martian atmosphere. Once the MOXIE is ready and powered up connect it to the Dome with Pipes. It may be wise to build an Oxygen Storage as well.

<goal>Provide Water, Power and Oxygen to the Dome.","Купалы патрабуюць жыцьцезабесьпячэньня, а значыць вады, энэргіі й тлёну. Падлучыце купал да існуючай энэргетычнай і воднай інфраструктуры. Магчыма, спатрэбіцца будаўніцтва дадатковых эн\ргетычных магутнасьцяў.

Каб вырабляць тлён, трэба пабудаваць МЭРТ - услёўку, якая вырабляе тлён з вуглякіслага газу, які з'яўляецца асноўным кампанентам марсіянскай атмасфэры. Калі МЭРТ будзе гатовы й падлучаны да крыніцы харчаваньня, падключыце яго трубамі да купалу. Таксама варта збудаваць бак для захоўваньня тлёну.

<goal>Забясьпечыць купал вадой, энэргіяй і тлёнам.",
9338,"Domes - Water, Power and Oxygen","Купалы - вада, энэргія й тлён","Kopuły - woda, energia i tlen"
9339,"The Dome is complete but we have to supply it with Water, Power and Oxygen before we can use it.","Купал гатовы, але для таго, каб ім карыстацца, да яго трэба падвесьці ваду, энэргію й тлён.","Kopuła jest gotowa, ale by można było z niej korzystać, trzeba zapewnić jej dopływ wody, energii i tlenu."
9343,"Play Next Tutorial - ""Colonists""","Прайграйце наступнае навучаньне – ""Каляністы""",Rozegraj następny samouczek - „Koloniści”
9342,"You have learned how to handle Power, Water and Oxygen, as well as how building maintenance works. You are ready to setup a basic colony, ready to accept the first human pioneers on Mars.

The next tutorial deals with Colonists and their needs. You can continue to it now or simply start a new game and return later when you are ready to learn more.","Цяпер вы ведаеце, як забясьпечыць сваю калонію энэргіяй, вадой і тлёнам, а таксама як працуе абслугоўваньне будынкаў. Вы можаце падрыхтаваць асноўную калонію, гатовую прыняць піянераў засяленьня Марсу.

Наступнае навучаньне тычыцца каляністаў і іх патрэбы. Вы можаце перайсьці да гэтага зараз або проста пачаць новую гульню й вярнуцца да навучаньня пазьней, калі вырашыце даведацца больш.",
9341,Well done! You have completed the simulation successfully.,Добра праца! Мадэляваньне пасьпяхова завершана.,Dobra robota! Symulacja została ukończona prawidłowo.
9346,"Everything done beforehand was a prelude to this very moment – the arrival of The Founders. 

Our first Colonists are called Founders. After they set foot on Mars, a trial period meant to test how humans fare on Mars will begin. No more Colonists will arrive from Earth until the Founder stage ends. Be careful, if all of your Colonists die during this period the mission will be terminated. 

Best of luck, Commander!","Усё, што мы рабілі да гэтага часу, рыхтавала нас да гэтага моманту - прыходу Заснавальнікаў.

«Заснавальнікі» - гэта тэрмін для нашых першых каляністаў. Як толькі яны ступяць на паверхню Марсу, пачнецца выпрабавальны пэрыяд, каб даведацца, як людзі будуць жыць на Марсе. Ніякіх новых каляністаў зь Зямлі не прыбудзе да канца першапраходчага этапу. Будзьце пільныя - калі ўсе каляністы загінуць у гэты пэрыяд, місія будзе спынена.

Посьпехаў, камандзір!",
9344,The Founders,Заснавальнікі,Założyciele
9345,"Welcome back, Commander! In this tutorial you will finally familiarize yourself with the challenges of sustaining a society on Mars.","З вяртаньнем, камандзір! У гэтым уроку вы даведаецеся пра праблемы, з якімі сутыкаецца суполка каляністаў, каб выжыць на Марсе.","Witaj ponownie, dowódco! W tym samouczku poznasz wyzwania, jakim musi stawić czoła społeczność kolonistów, by przetrwać na Marsie."
9349,"Living Complexes are built inside the Dome. The space within the Dome is limited, so each building has to be carefully planned.

<goal>Construct a Living Complex at the indicated location.","Жылыя комплэксы будуюцца ўнутры купалу. Карысная плошча купалу абмежаваная, таму размяшчэньне кожнага будынку неабходна старанна сплянаваць.

<goal>Збудаваць жылы комплэкс у адзначаным мейсцы.",
9348,The foundations for bringing your first Colonists have already been laid down. One of the final things left to do is to provide the Founders with living space.,Асновы для прыцягненьня першых каляністаў ужо былі закладзены. Заставалася толькі забясьпечыць Заснавальнікаў памяшканьнем.,Podwaliny umożliwiające sprowadzenie pierwszych kolonistów zostały już położone. Pozostało jeszcze zapewnienie Założycielom przestrzeni mieszkalnej.
9351,<goal>Order a Passenger Rocket from the Resupply screen.,<goal>Замоўце пасажырскую ракету з экрана забесьпячэньню.,<goal>Zamów rakietę pasażerską na ekranie zaopatrzenia.
9350,"With all preparations complete, the Colony is ready for the arrival of the Founders.",Пасьля завяршэньня падрыхтоўкі калёнія будзе гатовая да прыбыцьця Заснавальнікаў.,Po zakończeniu przygotowań kolonia będzie gotowa na przybycie Założycieli.
9354,"Colonists are organized by their age, specialization and various traits. You can set desired and undesired traits in every category using the Thumbs Up and Thumbs Down icons.

Colonists with MORE of the desired traits will board the Rocket while colonists with ANY undesired traits will be rejected.","Кандыдатаў можна падзяліць паводле ўзросту, спэцыялізацыі й розных характарыстык. Вы можаце пазначыць жаданыя й непажаданыя характарыстыкі ў кожнай катэгорыі, выкарыстоўваючы значкі ""палец уверх"" і ""палец уніз"".

На ракету трапяць кандыдаты з БОЛЬШ жаданымі характарыстыкамі. Кандыдаты зь ЛЮБЫМІ з гэтых непажаданых характарыстык будуць адхілены.",
9352,Applicants Filter,Фільтры кандыдатаў,Filtry ochotników
9353,From this screen you can inspect all available applicants and determine which ones will travel to the Colony.,"На гэтым экране можна праглядзець сьпіс даступных кандыдатаў і абраць тых, каго накіруюць у калёнію.","Na tym ekranie możesz przeglądać listę dostępnych ochotników i wybrać tych, którzy zostaną wysłani do kolonii."
9356,By highlighting individual applicants one by one you can review their Perks and Flaws. It may be a good idea to do this for the Founders in order to get an exact number of specialists you desire as well as hand pick the traits of these Colonists. ,"Вылучаючы асобных кандыдатаў, вы можаце даведацца пра іх моцныя й слабыя бакі. Варта скарыстацца такім спосабам, каб атрымаць неабходную колькасць спэцыялістаў у пэўных галінах. Гэта таксама дазваляе абраць кандыдатаў з патрэбнымі характарыстыкамі.","Podświetlając poszczególnych ochotników, możesz poznać ich zalety i wady. Warto skorzystać z tej metody w przypadku Założycieli, aby uzyskać niezbędną liczbę specjalistów z poszczególnych dziedzin. Dzięki temu możesz też wybrać kandydatów mających odpowiednie cechy. "
4071,Review Applicants,Прагляд кандыдатаў,Przegląd ochotników
9355,You may want to review and hand pick individual candidates for the Founders.,You may want to review and hand pick individual candidates for the Founders.,Warto przejrzeć i samodzielnie wybrać kandydatów na Założycieli.
9358,<goal>Construct a Hydroponic Farm and a Grocer inside your Dome.,<goal>Construct a Hydroponic Farm and a Grocer inside your Dome.,<goal>Zbuduj farmę hydroponiczną i sklep spożywczy wewnątrz kopuły.
9357,"Colonists will arrive on Mars with a small amount of Food, but it will not last long. We need to make sure that they will be able to produce their own Food on the red planet. The Hydroponic Farm can produce Food. Although the Colonists can take Food directly from a Food Depot, they will be happier if they can pick it up from a Grocer.","Colonists will arrive on Mars with a small amount of Food, but it will not last long. We need to make sure that they will be able to produce their own Food on the red planet. The Hydroponic Farm can produce Food. Although the Colonists can take Food directly from a Food Depot, they will be happier if they can pick it up from a Grocer.","Koloniści przywiozą na Marsa niewielką ilość żywności, lecz nie wystarczy ona na długo. Musimy zadbać o to, aby na Czerwonej Planecie mogli wytwarzać własną. Żywność można produkować na farmie hydroponicznej. Koloniści będą bardziej zadowoleni, chodząc po żywność do sklepu spożywczego, choć mogą ją zabierać bezpośrednio ze składu żywności."
9360,"Different services satisfy different interests colonists may have. A colonist will feel more comfortable inside a Dome which has his interests covered but you don't need to cover every interest and in smaller Dome this might not be even possible.

If the comfort of colonists falls too low they may become Earthsick and decide to leave Mars and go back to Earth. However, Martianborn colonists will never get Earthsick.

<goal>Construct a Spacebar inside the Dome.","Different services satisfy different interests colonists may have. A colonist will feel more comfortable inside a Dome which has his interests covered but you don't need to cover every interest and in smaller Dome this might not be even possible.

If the comfort of colonists falls too low they may become Earthsick and decide to leave Mars and go back to Earth. However, Martianborn colonists will never get Earthsick.

<goal>Construct a Spacebar inside the Dome.",
5439,Service Buildings,Service Buildings,Budynki usługowe
9359,Colonists need service buildings to keep them comfortable on Mars. The Grocer that you already constructed is one such service building.,Colonists need service buildings to keep them comfortable on Mars. The Grocer that you already constructed is one such service building.,"Koloniści potrzebują budynków usługowych, które zapewnią im wygodne życie na Marsie. Jednym z budynków usługowych jest zbudowany właśnie przez ciebie sklep spożywczy."
9362,"The Founders that just arrived have taken available jobs automatically, but you can customize their work assignments.

With the building selected, notice the three available work shifts on the info panel. Two of them are active, with two workers employed at each shift.

The more workers assigned to a building, the better the building performes. Initially, however, we won’t be needing so many people working at the Space Bar as there will be other important jobs to fill and limited people to fill them – especially during the Founder Stage.

<goal>Disable one job slot in every active shift.","The Founders that just arrived have taken available jobs automatically, but you can customize their work assignments.

With the building selected, notice the three available work shifts on the info panel. Two of them are active, with two workers employed at each shift.

The more workers assigned to a building, the better the building performes. Initially, however, we won’t be needing so many people working at the Space Bar as there will be other important jobs to fill and limited people to fill them – especially during the Founder Stage.

<goal>Disable one job slot in every active shift.",
9177,Managing Jobs,Кіраваньне працамі,Zarządzanie miejscami pracy
9361,Great! Now that you have a Spacebar you can customize its work settings.,Great! Now that you have a Spacebar you can customize its work settings.,"Świetnie! Skoro masz kosmobar, możesz zmienić jego ustawienia pracy."
9365,"Some buildings are more effective with workers with a certain specialization. For example, Scientists are the best workers for a Research Lab.

<goal>Construct a Research Lab inside the Dome.","Some buildings are more effective with workers with a certain specialization. For example, Scientists are the best workers for a Дасьледчая лабараторыя.

<goal>Construct a Дасьледчая лабараторыя inside the Dome.",
9363,Colonist Specializations ,Colonist Specializations ,Specjalizacje kolonistów 
9364,Healthy colonists at working age are able to fill any position but how well they perform at a certain position varies between colonists. ,Healthy colonists at working age are able to fill any position but how well they perform at a certain position varies between colonists. ,"Zdrowi koloniści w wieku produkcyjnym mogą pracować na dowolnym stanowisku, ale wydajność ich pracy w danym miejscu będzie różna. "
9367,"Colonists don't like to work at night and will lose Sanity while doing so. Furthermore, you may activate the Heavy Workload option which boosts the performance of a building during that shift but inflicts Sanity and Health problems on the workers due to the increased stress at their job.

<goal> With the Research Lab selected, activate the second Work Shift.","Colonists don't like to work at night and will lose Sanity while doing so. Furthermore, you may activate the Heavy Workload option which boosts the performance of a building during that shift but inflicts Sanity and Health problems on the workers due to the increased stress at their job.

<goal> With the Дасьледчая лабараторыя selected, activate the second Work Shift.",
